1	93
2	163
3	168
4	128
5	127
6	38
7	114
8	191
9	149
10	71
11	208
12	191
13	108
14	52
15	60
16	217
17	63
18	130
19	44
20	97
21	210
22	218
23	203
24	116
25	29
26	63
27	162
28	210
29	167
30	215
31	124
32	51
33	138
34	174
35	84
36	136
37	158
38	43
39	44
40	136
41	112
42	77
43	172
44	194
45	113
46	220
47	159
48	210
49	201
50	27
51	38
52	94
53	80
54	188
55	83
56	203
57	44
58	182
59	158
60	156
61	175
62	15
63	96
64	158
65	102
66	79
67	197
68	87
69	223
70	178
71	134
72	102
73	94
74	162
75	210
76	167
77	141
78	38
79	105
80	102
81	132
82	25
83	223
84	56
85	80
86	96
87	14
88	21
89	210
90	27
91	3
92	113
93	63
94	160
95	27
96	176
97	156
98	143
99	31
100	41
101	203
102	151
103	80
104	15
105	25
106	223
107	199
108	210
109	54
110	205
111	86
112	139
113	23
114	156
115	1
116	146
117	7
118	80
119	141
120	185
121	107
122	160
123	169
124	106
125	17
126	60
127	45
128	56
129	71
130	66
131	51
132	112
133	9
134	8
135	117
136	197
137	62
138	196
139	21
140	38
141	203
142	223
143	44
144	193
145	194
146	138
147	156
148	156
149	38
150	182
151	38
152	88
153	70
154	25
155	38
156	188
157	27
158	20
159	96
160	225
161	210
162	38
163	210
164	132
165	60
166	54
167	29
168	54
169	182
170	129
171	44
172	18
173	225
174	75
175	216
176	179
177	184
178	103
179	8
180	105
181	182
182	36
183	112
184	15
185	35
186	175
187	182
188	212
189	120
190	195
191	7
192	57
193	107
194	102
195	156
196	61
197	2
198	100
199	39
200	7
201	180
202	43
203	77
204	134
205	163
206	14
207	137
208	213
209	94
210	43
211	51
212	23
213	11
214	156
215	1
216	143
217	52
218	11
219	22
220	38
221	72
222	141
223	9
224	99
225	38
226	11
227	212
228	31
229	22
230	192
231	25
232	150
233	123
234	156
235	148
236	94
237	7
238	93
239	17
240	63
241	189
242	102
243	42
244	87
245	94
246	210
247	105
248	55
249	40
250	112
251	38
252	195
253	38
254	182
255	108
256	201
257	223
258	13
259	48
260	60
261	99
262	64
263	180
264	126
265	102
266	182
267	102
268	112
269	83
270	7
271	94
272	8
273	108
274	185
275	51
276	8
277	32
278	181
279	88
280	40
281	216
282	158
283	182
284	28
285	139
286	92
287	189
288	217
289	204
290	187
291	13
292	191
293	212
294	38
295	91
296	34
297	212
298	87
299	165
300	25
301	52
302	182
303	153
304	145
305	57
306	44
307	28
308	38
309	118
310	208
311	96
312	222
313	65
314	69
315	4
316	18
317	100
318	25
319	94
320	57
321	133
322	37
323	161
324	143
325	89
326	54
327	143
328	222
329	77
330	176
331	38
332	35
333	127
334	66
335	21
336	60
337	36
338	69
339	42
340	185
341	77
342	116
343	143
344	16
345	156
346	34
347	38
348	195
349	204
350	89
351	193
352	142
353	13
354	30
355	112
356	70
357	154
358	43
359	38
360	167
361	191
362	175
363	163
364	20
365	151
366	179
367	173
368	174
369	132
370	181
371	46
372	120
373	182
374	220
375	7
376	22
377	60
378	38
379	150
380	157
381	172
382	218
383	82
384	15
385	135
386	107
387	117
388	198
389	201
390	156
391	210
392	224
393	90
394	125
395	141
396	119
397	38
398	156
399	226
400	112
401	40
402	77
403	7
404	63
405	47
406	89
407	68
408	138
409	207
410	208
411	24
412	223
413	148
414	147
415	79
416	182
417	30
418	155
419	62
420	78
421	222
422	156
423	185
424	186
425	33
426	100
427	69
428	38
429	132
430	163
431	121
432	63
433	35
434	203
435	38
436	199
437	182
438	77
439	208
440	52
441	38
442	57
443	54
444	74
445	38
446	115
447	146
448	60
449	26
450	212
451	210
452	122
453	31
454	115
455	153
456	211
457	184
458	203
459	29
460	185
461	106
462	27
463	135
464	63
465	185
466	220
467	13
468	104
469	72
470	48
471	131
472	217
473	215
474	63
475	199
476	202
477	140
478	208
479	76
480	25
481	200
482	38
483	38
484	60
485	145
486	111
487	157
488	111
489	213
490	203
491	95
492	11
493	145
494	210
495	53
496	149
497	210
498	200
499	182
500	27
501	202
502	215
503	128
504	52
505	57
506	185
507	124
508	20
509	36
510	130
511	183
512	38
513	51
514	83
515	105
516	38
517	31
518	224
519	187
520	141
521	59
522	182
523	156
524	223
525	65
526	70
527	28
528	5
529	25
530	27
531	113
532	89
533	151
534	90
535	66
536	52
537	69
538	36
539	61
540	12
541	220
542	203
543	89
544	89
545	226
546	1
547	214
548	18
549	167
550	44
551	63
552	7
553	161
554	137
555	43
556	46
557	177
558	213
559	130
560	156
561	88
562	156
563	184
564	102
565	100
566	101
567	31
568	63
569	8
570	38
571	83
572	72
573	107
574	44
575	48
576	92
577	57
578	182
579	133
580	7
581	27
582	2
583	24
584	10
585	32
586	112
587	57
588	152
589	210
590	214
591	36
592	43
593	196
594	160
595	55
596	210
597	147
598	26
599	73
600	60
601	153
602	63
603	109
604	73
605	199
606	219
607	175
608	154
609	183
610	8
611	170
612	147
613	8
614	210
615	66
616	20
617	38
618	164
619	29
620	163
621	222
622	75
623	135
624	11
625	117
626	31
627	129
628	58
629	54
630	41
631	145
632	169
633	9
634	67
635	66
636	26
637	192
638	8
639	144
640	11
641	31
642	41
643	185
644	186
645	15
646	25
647	174
648	38
649	102
650	27
651	189
652	138
653	182
654	138
655	182
656	172
657	52
658	49
659	117
660	102
661	60
662	194
663	175
664	168
665	68
666	102
667	94
668	43
669	52
670	151
671	118
672	191
673	57
674	1
675	100
676	126
677	210
678	44
679	69
680	15
681	76
682	144
683	220
684	208
685	24
686	10
687	171
688	142
689	48
690	185
691	72
692	37
693	94
694	22
695	60
696	38
697	53
698	143
699	121
700	98
701	169
702	28
703	31
704	86
705	145
706	24
707	182
708	110
709	89
710	119
711	181
712	83
713	112
714	102
715	165
716	25
717	8
718	123
719	185
720	38
721	87
722	36
723	112
724	42
725	43
726	158
727	156
728	162
729	18
730	118
731	78
732	9
733	176
734	167
735	48
736	115
737	34
738	102
739	89
740	11
741	140
742	78
743	159
744	102
745	30
746	131
747	15
748	96
749	198
750	45
751	81
752	28
753	184
754	199
755	44
756	44
757	8
758	150
759	184
760	163
761	210
762	209
763	212
764	11
765	84
766	33
767	11
768	40
769	190
770	57
771	48
772	27
773	192
774	63
775	128
776	26
777	24
778	94
779	190
780	88
781	63
782	70
783	119
784	47
785	192
786	182
787	100
788	94
789	127
790	94
791	38
792	49
793	50
794	102
795	96
796	38
797	213
798	11
799	176
800	57
801	62
802	83
803	85
804	38
805	27
806	22
807	46
808	77
809	98
810	182
811	102
812	185
813	13
814	160
815	95
816	27
817	31
818	36
819	174
820	27
821	67
822	68
823	156
824	63
825	162
826	136
827	102
828	211
829	81
830	149
831	36
832	91
833	171
834	73
835	210
836	15
837	7
838	156
839	11
840	11
841	166
842	195
843	212
844	38
845	114
846	34
847	73
848	7
849	109
850	100
851	210
852	38
853	156
854	20
855	77
856	182
857	172
858	8
859	85
860	1
861	218
862	208
863	25
864	19
865	73
866	163
867	185
868	58
869	161
870	7
871	97
872	16
873	72
874	80
875	86
876	53
877	38
878	223
879	206
880	20
881	27
882	156
883	18
884	122
885	110
886	38
887	183
888	138
889	94
890	25
891	25
892	7
893	163
894	160
895	149
896	40
897	158
898	192
899	38
900	163
901	175
902	7
903	177
904	25
905	48
906	147
907	84
908	137
909	77
910	158
911	64
912	139
913	106
914	77
915	100
916	200
917	138
918	74
919	29
920	57
921	208
922	90
923	156
924	185
925	171
926	82
927	7
928	86
929	112
930	210
931	107
932	103
933	11
934	173
935	25
936	102
937	216
938	6
939	160
940	197
941	19
942	210
943	163
944	48
945	42
946	104
947	100
948	38
949	150
950	178
951	94
952	38
953	60
954	156
955	36
956	99
957	128
958	219
959	201
960	188
961	84
962	178
963	176
964	64
965	38
966	156
967	30
968	163
969	7
970	215
971	210
972	220
973	146
974	34
975	149
976	189
977	216
978	66
979	6
980	192
981	84
982	94
983	223
984	164
985	176
986	100
987	38
988	7
989	3
990	161
991	221
992	182
993	152
994	7
995	61
996	40
997	53
998	174
999	195
1000	187
